Journals_Data_Title,journal_autofix_title,Journals_Data_ISSN,Journals_Data_INVBR,Journals_Data_Location,Journals_Data_Journal_Ext_Info,Source_Line,CLEAN_ISSN,CLEAN_TITLE,CLEAN_TITLE_ext,CLEAN_PUBLISHER
"Advances in Analytical Chemistry and Instrumentation, New York",Advances in Analytical Chemistry and Instrumentation,,P-747,3. krilo,1 (1960) – 11 (1973)		Sgn. 04.41/154,"Advances in Analytical Chemistry and Instrumentation, New York|inv. br. P-747||1 (1960) – 11 (1973)		Sgn. 04.41/154			****3. krilo",,,,
"Advances in Atomic and Molecular Physics, New York",Advances in Atomic and Molecular Physics,,P-748,1. krilo,1 (1965) – 4 (1968)|14 (1978)|21 (1985)			Sgn. 02.51/74,"Advances in Atomic and Molecular Physics, New York|inv. br. P-748||1 (1965) – 4 (1968)|14 (1978)|21 (1985)			Sgn. 02.51/74				****1. krilo",,,,
"Advances in Biological and Medical Physics, New York",Advances in Biological and Medical Physics,,P-749,5. krilo,4 (1956) – 17 (1980)		Sgn. 05.31/108,"Advances in Biological and Medical Physics, New York|inv. br. P-749||4 (1956) – 17 (1980)		Sgn. 05.31/108			****5. krilo",,,,
"Advances in Cancer Research, New York",Advances in Cancer Research,,P-750,5. krilo,1 (1953) – 2 (1954)|4 (1956) – 31 (1979)|34 (1981) – 37 (1981)|43 – 44 (1985)|46 – 47 (1986)|49 (1987)                             Sgn. 05.53/20,"Advances in Cancer Research, New York|inv. br. P-750||1 (1953) – 2 (1954)|4 (1956) – 31 (1979)|34 (1981) – 37 (1981)|43 – 44 (1985)|46 – 47 (1986)|49 (1987)                             Sgn. 05.53/20			****5. krilo",,,,
"Advances in Carbohydrate Chemistry, New York",Advances in Carbohydrate Chemistry,,P-751,3. krilo,1 (1945) – 39 (1981)		Sgn. 04.51/4,"Advances in Carbohydrate Chemistry, New York|inv. br. P-751||1 (1945) – 39 (1981)		Sgn. 04.51/4				****3. krilo",,,,
"Advances in Catalysis, New York",Advances in Catalysis,,P-752,3. krilo,1 (1948) – 19 (1969)|21 (1970) – 28 (1979)|30 (1981) – 31 (1982)	Sgn. 04.21/111,"Advances in Catalysis, New York|inv. br. P-752||1 (1948) – 19 (1969)|21 (1970) – 28 (1979)|30 (1981) – 31 (1982)	Sgn. 04.21/111			****3. krilo",,,,
"Advances in Chemical Physics, New York",Advances in Chemical Physics,,P-753,3. krilo,1 (1958) – 11 (1967) |13 (1967) – 36 (1977)|38 (1978) – 49 (1982)|62 (1985) – 63 (1985)                  Sgn. 04.21/113,"Advances in Chemical Physics, New York|inv. br. P-753||1 (1958) – 11 (1967) |13 (1967) – 36 (1977)|38 (1978) – 49 (1982)|62 (1985) – 63 (1985)                  Sgn. 04.21/113			****3. krilo",,,,
"Advances in Colloid and Interface Science, (1967) Amsterdam",Advances in Colloid and Interface Science,0001-8686,P-446,Arhiv 1. krilo,1 (1967) – 15 (1981/82)|18 (1982/83) – 74 (1998),"Advances in Colloid and Interface Science, (1967) Amsterdam|ISSN 0001-8686|inv. br. P-446||1 (1967) – 15 (1981/82)|18 (1982/83) – 74 (1998)					****Arhiv 1. krilo",0001-8686,Advances in colloid and interface science,,Elsevier
"Advances in Electrochemistry and Electrochemical Engineering, New York",Advances in Electrochemistry and Electrochemical Engineering,,P-754,3. krilo,1 (1961) – 12 (1981)			Sgn. 04.23/1,"Advances in Electrochemistry and Electrochemical Engineering, New York|inv. br. P-754||1 (1961) – 12 (1981)			Sgn. 04.23/1			****3. krilo",,,,
"Advances in Electronics and Electron Physics, New York",Advances in Electronics and Electron Physics,,P-755,1. krilo,"1 (1948) – 7 (1955)|9 (1957) – 27 (1969)|28 A (1969)|29 (1970) – 32 (1973)|33 B (1972)|34 (1973) – 39 (1975)|40 A,B (1976)|41 (1976) – 58 (1982)|63 (1985) – 67 (1986)|Suppl. 1 (1963) – 3 (1968)|	5 (1968)|	9 (1977) – 11 (1979)|	13 A,B (1980)|	14 (1981) – 17 (1986) 	Sgn. 03.11/22","Advances in Electronics and Electron Physics, New York|inv. br. P-755||1 (1948) – 7 (1955)|9 (1957) – 27 (1969)|28 A (1969)|29 (1970) – 32 (1973)|33 B (1972)|34 (1973) – 39 (1975)|40 A,B (1976)|41 (1976) – 58 (1982)|63 (1985) – 67 (1986)||Suppl. 1 (1963) – 3 (1968)|	5 (1968)|	9 (1977) – 11 (1979)|	13 A,B (1980)|	14 (1981) – 17 (1986) 	Sgn. 03.11/22			****1. krilo",,,,
"Advances in Enzimology, New York",Advances in Enzimology,,P-756,5. krilo,1 (1941) – 31 (1968)	|33 (1970) – 53 (1982)|57 (1985)|60 (1987) – 61 (1988)		Sgn. 05.33/7,"Advances in Enzimology, New York|inv. br. P-756||1 (1941) – 31 (1968)	|33 (1970) – 53 (1982)|57 (1985)|60 (1987) – 61 (1988)		Sgn. 05.33/7			****5. krilo",,,,
"Advances in Flourine Chemistry, London",Advances in Flourine Chemistry,,P-757,3. krilo,1 (1960) – 6 (1970)			Sgn. 04.31/4,"Advances in Flourine Chemistry, London|inv. br. P-757||1 (1960) – 6 (1970)			Sgn. 04.31/4			****3. krilo",,,,
"Advances in Free Radical Biology and Medicine, (1973) New York",Advances in Free Radical Biology and Medicine,8755-9668,P-669,3. krilo,2 (1986) No. 1-2							| 								(pod Free Radicals...)|*od vol. 3 (1987) izlazi kao: Free Radicals Biology and Medicine,"Advances in Free Radical Biology and Medicine, (1973) New York|ISSN 8755-9668|inv. br. P-669||2 (1986) No. 1-2							****3. krilo| 								(pod Free Radicals...)||*od vol. 3 (1987) izlazi kao: Free Radicals Biology and Medicine",,,,
"Advances in Genetics, New York",Advances in Genetics,,P-758,5. krilo,9 (1958) – 13 (1965)		Sgn. 05.25/12,"Advances in Genetics, New York|inv. br. P-758||9 (1958) – 13 (1965)		Sgn. 05.25/12			****5. krilo",,,,
"Advances in Immunology, New York",Advances in Immunology,,P-759,5. krilo,1 (1961) |3 (1963) – 5 (1965)|7 (1967) – 9 (1968)|11 (1969) – 32 (1982)|37 (1985) – 39 (1987)	Sgn. 05.52/119,"Advances in Immunology, New York|inv. br. P-759||1 (1961) |3 (1963) – 5 (1965)|7 (1967) – 9 (1968)|11 (1969) – 32 (1982)|37 (1985) – 39 (1987)	Sgn. 05.52/119		****5. krilo",,,,
"Advances in Infrared and Raman Spectroscopy, London",Advances in Infrared and Raman Spectroscopy,,P-760,3. krilo,1 (1975) – 5 (1978)		Sgn. 04.42/216,"Advances in Infrared and Raman Spectroscopy, London|inv. br. P-760||1 (1975) – 5 (1978)		Sgn. 04.42/216		****3. krilo",,,,
"Advances in Inorganic Chemistry and Radiochemistry, New York",Advances in Inorganic Chemistry and Radiochemistry,,P-761,3. krilo,1 (1959) – 24 (1981)	|29 (1985) – 30 (1986)	Sgn. 04.31/2,"Advances in Inorganic Chemistry and Radiochemistry, New York|inv. br. P-761||1 (1959) – 24 (1981)	|29 (1985) – 30 (1986)	Sgn. 04.31/2			****3. krilo",,,,
"Advances in Librarianship, (1967) San Diego",Advances in Librarianship,1106-2830,P-762,1. krilo,24 (2000) - 27 (2004)						|*obrađuje se kao knjiga,"Advances in Librarianship, (1967) San Diego|ISSN 1106-2830|inv. br. P-762||24 (2000) - 27 (2004)						****1. krilo||*obrađuje se kao knjiga",,,,
"Advances in Magnetic Resonance, New York",Advances in Magnetic Resonance,,P-763,3. krilo,1 (1965) – 4 (1968)	|6 (1973) – 9 (1977)|11 (1983) Suppl.  1 (1976)		Sgn. 04.42/34,"Advances in Magnetic Resonance, New York|inv. br. P-763||1 (1965) – 4 (1968)	|6 (1973) – 9 (1977)|11 (1983) Suppl.  1 (1976)		Sgn. 04.42/34			****3. krilo",,,,
"Advances in Marine Biology, New York",Advances in Marine Biology,0065-2881,P-764,Rovinj,1 (1963) – 19 (1982)		Sgn. 24-14/11,"Advances in Marine Biology, New York|ISSN 0065-2881|inv. br. P-764||1 (1963) – 19 (1982)		Sgn. 24-14/11			****Rovinj",,,,
"Advances in Nuclear Physics, New York",Advances in Nuclear Physics,,P-765,1. krilo,2 (1969) – 3 (1969)|15 (1985) – 18 (1987)	Sgn. 02.41/209,"Advances in Nuclear Physics, New York|inv. br. P-765||2 (1969) – 3 (1969)|15 (1985) – 18 (1987)	Sgn. 02.41/209		****1. krilo",,,,
"Advances in Organic Chemistry, New York",Advances in Organic Chemistry,,P-766,3. krilo,1 (1960) – 6 (1969)|8 (1972)|9/I (1976)|9/II (1979)			Sgn. 04.51/5,"Advances in Organic Chemistry, New York|inv. br. P-766||1 (1960) – 6 (1969)|8 (1972)|9/I (1976)|9/II (1979)			Sgn. 04.51/5			****3. krilo",,,,
"Advances in Organometallic Chemistry, New York",Advances in Organometallic Chemistry,,P-767,3. krilo,1 (1964) – 19 (1981)|24 (1985) – 26 (1986)	Sgn. 04.51/171,"Advances in Organometallic Chemistry, New York|inv. br. P-767||1 (1964) – 19 (1981)|24 (1985) – 26 (1986)	Sgn. 04.51/171		****3. krilo",,,,
"Advances in Photochemistry, New York",Advances in Photochemistry,,P-768,3. krilo,1 (1963) – 2 (1964)|4 (1966) – 14 (1982)		Sgn. 04.61/26,"Advances in Photochemistry, New York|inv. br. P-768||1 (1963) – 2 (1964)|4 (1966) – 14 (1982)		Sgn. 04.61/26			****3. krilo",,,,
"Advances in Physical Organic Chemistry, New York",Advances in Physical Organic Chemistry,,P-769,3. krilo,1 (1963) – 18 (1982)|21 (1985)			Sgn. 04.52/1,"Advances in Physical Organic Chemistry, New York|inv. br. P-769||1 (1963) – 18 (1982)|21 (1985)			Sgn. 04.52/1			****3. krilo",,,,
"Advances in Physics, (1952) London",Advances in Physics,0001-8732,P-38,Arhiv 1. krilo,1 (1952) – 30 (1981)|32 (1983)|34 (1985) – 44 (1995)					|45 (1996) – 55 (2006),"Advances in Physics, (1952) London|ISSN 0001-8732|inv. br. P-38||1 (1952) – 30 (1981)|32 (1983)|34 (1985) – 44 (1995)					****Arhiv 1. krilo|45 (1996) – 55 (2006)",0001-8732,Advances in physics,,Taylor & Francis
"Advances in Polymer Science, (1958) Berlin",Advances in Polymer Science,0065-3195,P-770,3. krilo,           | 	7 (1970) – 10 (1972)| 	22 (1977)| 	26 (1978) | 	29 (1978)| 	31 (1979)| 	33 (1979)| 	36 (1980)| 	43 (1982)| 	80 (1986)			Sgn. 04.72/63,"Advances in Polymer Science, (1958) Berlin| 	ISSN 0065-3195|           inv. br. P-770|| 	7 (1970) – 10 (1972)| 	22 (1977)| 	26 (1978) | 	29 (1978)| 	31 (1979)| 	33 (1979)| 	36 (1980)| 	43 (1982)| 	80 (1986)			Sgn. 04.72/63			****3. krilo",,,,
"Advances in Protein Chemistry, New York",Advances in Protein Chemistry,,,,,"Advances in Protein Chemistry, New York",,,,
inv. br. P-771,inv. br. P-771,,,5. krilo,	12 (1957) – 34 (1981)|	37 (1985)			Sgn. 05.33/32,inv. br. P-771||	12 (1957) – 34 (1981)|	37 (1985)			Sgn. 05.33/32 	    	****5. krilo,,,,
"Advances in Quantum Chemistry, New York",Advances in Quantum Chemistry,,,,,"Advances in Quantum Chemistry, New York",,,,
inv. br. P-772,inv. br. P-772,,,3. krilo,	1 (1964) – 2 (1965)     							                                                                   	4 (1967) – 11 (1978)                                                                  |	13 (1981) – 18 (1986)		Sgn. 04.25/1,inv. br. P-772||	1 (1964) – 2 (1965)     							                                                                   	4 (1967) – 11 (1978)                                                                  |	13 (1981) – 18 (1986)		Sgn. 04.25/1			****3. krilo,,,,
"Advances in Radiation Biology, New York",Advances in Radiation Biology,,,,,"Advances in Radiation Biology, New York",,,,
inv. br. P-773,inv. br. P-773,,,3. krilo,	1 (1964) – 5 (1975)|	7 (1975) – 8 (1975)|	12 (1976)		 		Sgn. 05.55/66,inv. br. P-773||	1 (1964) – 5 (1975)|	7 (1975) – 8 (1975)|	12 (1976)		 		Sgn. 05.55/66			****3. krilo,,,,
"Advances in Radiation Chemistry, New York",Advances in Radiation Chemistry,,,,,"Advances in Radiation Chemistry, New York",,,,
inv. br. P-774,inv. br. P-774,,,3. krilo,	1 (1969) – 4 (1975)			Sgn. 04.61/6,inv. br. P-774||	1 (1969) – 4 (1975)			Sgn. 04.61/6			****3. krilo,,,,
"Advances in Theoretical and Mathematical Physics, (1997) Somerville",Advances in Theoretical and Mathematical Physics,1095-0761,,,,"Advances in Theoretical and Mathematical Physics, (1997) Somerville|	ISSN 1095-0761",,,,
inv. br. P-775,inv. br. P-775,,,Arhiva 1. krilo,"	1 (1997) No. …,2|	4 (2000) No. …,2,..., 4-5,|	5 (2001) No. 1,…,3-6|	6 (2002) No. …,2,…,4-6|	7 (2003) No. …,2-6|	8 (2004) No. 1-5,","inv. br. P-775||	1 (1997) No. …,2|	4 (2000) No. …,2,..., 4-5,|	5 (2001) No. 1,…,3-6|	6 (2002) No. …,2,…,4-6|	7 (2003) No. …,2-6|	8 (2004) No. 1-5,						****Arhiva 1. krilo",,,,
"Advances in Virus Research, New York",Advances in Virus Research,,,,,"Advances in Virus Research, New York",,,,
inv. br. P-776,inv. br. P-776,,,5. krilo,	1 (1953) – 26 (1981)			Sgn. 05.41/26,inv. br. P-776||	1 (1953) – 26 (1981)			Sgn. 05.41/26			****5. krilo,,,,
"Advances in X-ray Analysis, New York",Advances in X-ray Analysis,,,,,"Advances in X-ray Analysis, New York",,,,
inv. br. P-777,inv. br. P-777,,,3. krilo,1 (1957) – 10 (1967)|22 (1979) – 23 (1980)|28 (1985) – 30 (1987)		Sgn. 04.71/1,inv. br. P-777||1 (1957) – 10 (1967)|22 (1979) – 23 (1980)|28 (1985) – 30 (1987)		Sgn. 04.71/1			****3. krilo,,,,
"AEG Mitteilungen, (Algemeine Elektrizitätsgesellschaft), (1905) Berlin",AEG Mitteilungen,0365-737X,P-312,,*vidi: Technische Mitteilungen - AEG – Telefunken,"AEG Mitteilungen, (Algemeine Elektrizitätsgesellschaft), (1905) Berlin|ISSN 0365-737X|inv. br. P-312||*vidi: Technische Mitteilungen - AEG – Telefunken",,,,
"Âge Nucléaire, (1956) Paris",Âge Nucléaire,0400-7263,P-221,Arhiv 1. krilo,Ann. (1957) – (1958)						|* od 1959. sjedinjuje se s Energie Nucléaire (Paris) i izlazi kao:|Energie nucléaire et l’âge nucléaire réunies.,"Âge Nucléaire, (1956) Paris|ISSN 0400-7263|inv. br. P-221||Ann. (1957) – (1958)						****Arhiv 1. krilo||* od 1959. sjedinjuje se s Energie Nucléaire (Paris) i izlazi kao:|Energie nucléaire et l’âge nucléaire réunies.",,,,
"AIEE Transactions, (1952) New York",AIEE Transactions,0097-2452,P-264,Arhiv 1. krilo,Part I - Communication and Electronics|35 (1958) – 64 (1963) 					|* od 1963. izlazi kao: IEEE Transaction on Communication and Electronics|Part II - Applications and Industry|35 (1958) – 64 (1963) 					|*od 1963. izlazi kao: IEEE Transaction on Applications and Industry|Part III - Power Apparatus and Systems|35 (1958) - 64 (1963) 					|*od 1963. izlazi kao: IEEE Transaction on Power Apparatus and Systems,"AIEE Transactions, (1952) New York|ISSN 0097-2452|inv. br. P-264||Part I - Communication and Electronics|35 (1958) – 64 (1963) 					****Arhiv 1. krilo||* od 1963. izlazi kao: IEEE Transaction on Communication and Electronics||Part II - Applications and Industry|35 (1958) – 64 (1963) 					****Arhiv 1. krilo||*od 1963. izlazi kao: IEEE Transaction on Applications and Industry|Part III - Power Apparatus and Systems|35 (1958) - 64 (1963) 					****Arhiv 1. krilo ||*od 1963. izlazi kao: IEEE Transaction on Power Apparatus and Systems",,,,
"Alicyclic Chemistry, London",Alicyclic Chemistry,,P-778,3. krilo,1 (1971)			Sgn. 04.51/390,"Alicyclic Chemistry, London|inv. br. P-778||1 (1971)			Sgn. 04.51/390		****3. krilo",,,,
"Ambio, (1972) Oslo",Ambio,0044-7447,P-585,Arhiv 1. krilo,"7 (1978) – 11 (1982) No. 1|15 (1986) No.  ,5-6","Ambio, (1972) Oslo|ISSN 0044-7447|inv. br. P-585||7 (1978) – 11 (1982) No. 1|15 (1986) No.  ,5-6						****Arhiv 1. krilo",,,,
"American Ceramic Society Bulletin, (1946) Easton                  			    ISSN 0002-7812",American Ceramic Society Bulletin,,P-618,Arhiv 1. krilo,"59 (1980) – 87 (2007) No. 1-3,","American Ceramic Society Bulletin, (1946) Easton                  			    ISSN 0002-7812|inv. br. P-618||59 (1980) – 87 (2007) No. 1-3,				****Arhiv 1. krilo",,,,
"American Journal of Pathology, The, (1925) Hagerstown",American Journal of Pathology,0002-9440,P-779,Arhiv 1. krilo,"140 (1992) No. …,5,|142 (1993) No. 1,|147 (1995) No. …6|148 (1996) No. …5-6|149 (1996) No. 1,…, 3,|151 (1997) – 152 (1998) No. …,2-6|153 (1998) – 154 (1999) No. 1-5,|155 (1999) – 166 (2005) No. 1-2,…, 4-5,","American Journal of Pathology, The, (1925) Hagerstown|ISSN 0002-9440|inv. br. P-779||140 (1992) No. …,5,|142 (1993) No. 1,|147 (1995) No. …6|148 (1996) No. …5-6|149 (1996) No. 1,…, 3,|151 (1997) – 152 (1998) No. …,2-6|153 (1998) – 154 (1999) No. 1-5,|155 (1999) – 166 (2005) No. 1-2,…, 4-5,	  		****Arhiv 1. krilo",,,,
"American Journal of Physics, (1933) New York",American Journal of Physics,0002-9505,P-32,Arhiv 1. krilo,"17 (1949)|19 (1951) – 45 (1977) No. …,2-12|46 (1978) No. 1-4,..., 11|47 (1979) – 58 (1990) No. 1,..., 3,..., 6-8,..., 10-12|59 (1991) No. 1-3,..., 5-12 |60 (1992) – 61 (1993)|62 (1994) – 63 (1995) No. 1-11, 			|64 (1996) – 66 (1998) No. 1,..., 5-12			|67 (1999) No. 1-4,|68 (2000) – 73 (2005) No. 1-6,","American Journal of Physics, (1933) New York|ISSN 0002-9505|inv. br. P-32||17 (1949)|19 (1951) – 45 (1977) No. …,2-12|46 (1978) No. 1-4,..., 11|47 (1979) – 58 (1990) No. 1,..., 3,..., 6-8,..., 10-12|59 (1991) No. 1-3,..., 5-12 |60 (1992) – 61 (1993)|62 (1994) – 63 (1995) No. 1-11, 			|64 (1996) – 66 (1998) No. 1,..., 5-12			|67 (1999) No. 1-4,|68 (2000) – 73 (2005) No. 1-6,   				 **** Arhiv 1. krilo",0002-9505,American journal of physics,,American Institute of Physics (AIP)
"American Journal of Physiology, (1898) Washington",American Journal of Physiology,0002-9513,P-250,Arhiv 1. krilo,192 (1958) – 227 (1974),"American Journal of Physiology, (1898) Washington|ISSN 0002-9513|inv. br. P-250||192 (1958) – 227 (1974)					****Arhiv 1. krilo",,,,
"American Journal of Science, Radiocarbon Suppl., (1959) New Haven",American Journal of Science,,P-336,,*vidi: Radiocarbon,"American Journal of Science, Radiocarbon Suppl., (1959) New Haven|inv. br. P-336||*vidi: Radiocarbon",,,,
"American Naturalist, (1867) Chicago",American Naturalist,0003-0147,P-589,Rovinj,112 (1978) No. 983-988|113 (1979) No. 1-6|114 (1979) No. 1-6,"American Naturalist, (1867) Chicago|ISSN 0003-0147|inv. br. P-589||112 (1978) No. 983-988|113 (1979) No. 1-6|114 (1979) No. 1-6 						****Rovinj",,,,
"Amino Acids, (1991) Wien,",Amino Acids,0939-4451,P-780,Arhiv 1. krilo,"10 (1996) No. 2,..4|11 (1996) – 17 (1999)|20 (2001) – 27 (2004)","Amino Acids, (1991) Wien,|ISSN 0939-4451|inv. br. P-780||10 (1996) No. 2,..4|11 (1996) – 17 (1999)|20 (2001) – 27 (2004)					**** Arhiv 1. krilo",,,,
"Amino-Acids-Peptides-Proteins, London",Amino-Acids-Peptides-Proteins,,P-781,5. krilo,1 (1968) – 7 (1974)		Sgn. 05.33/60,"Amino-Acids-Peptides-Proteins, London|inv. br. P-781||1 (1968) – 7 (1974)		Sgn. 05.33/60			****5. krilo",,,,
"Anales del Centro de Clencias del Mar y Limnologia, (1974) Mexico",Anales del Centro de Clencias del Mar y Limnologia,0185-3287,P-782,Rovinj,1 (1974) – 8 (1981) 						|*od (1981) mijenja naslov u : Anales del Instituto de ciencias del mar y imnologia,"Anales del Centro de Clencias del Mar y Limnologia, (1974) Mexico|ISSN 0185-3287|inv. br. P-782||1 (1974) – 8 (1981) 						***Rovinj||*od (1981) mijenja naslov u : Anales del Instituto de ciencias del mar y imnologia",,,,
"Anales del Instituto de ciencias del mar y limnologia, (1981) México, DF",Anales del Instituto de ciencias del mar y limnologia,0185-3287,P-783,Rovinj,1981 – 1989							|*od (1981) pod naslovom : Anales del Centro de Clencias del Mar y Limnologia i istim ISSNom,"Anales del Instituto de ciencias del mar y limnologia, (1981) México, DF|ISSN 0185-3287|inv. br. P-783||1981 – 1989							****Rovinj||*od (1981) pod naslovom : Anales del Centro de Clencias del Mar y Limnologia i istim ISSNom",,,,
"Analytica Chimica Acta, (1947) Amsterdam",Analytica Chimica Acta,0003-2670,P-272,3. krilo,"1 (1947) – 227 (1989)					|-----------------------------------------------------------------------|228 (1990) – 243 (1991) No. …,2				|244 (1991) – 557 (2006)","Analytica Chimica Acta, (1947) Amsterdam|ISSN 0003-2670|inv. br. P-272||1 (1947) – 227 (1989)					****3. krilo|-----------------------------------------------------------------------|228 (1990) – 243 (1991) No. …,2				****5. krilo|244 (1991) – 557 (2006)",0003-2670,Analytica chimica acta,,Elsevier
